normalized,count,sample_ids_and_names
redesign of relati,2,604:Redesign of relati...; 4852:Redesign of relati...
continuity of witness,2,605:continuity. of Witness; 4853:continuity. of Witness
origin of charge,2,606:origin. of charge.; 4854:origin. of charge.
condition of ag,2,607:condition. of ag...; 4855:condition. of ag...
condition of signal,2,609:condition. of signal; 4857:condition. of signal
condition of relati,2,611:condition. of relati...; 4859:condition. of relati...
deepens of ag,2,612:deepens. of ag...; 4860:deepens. of ag...
deepens of signal,2,614:deepens. of signal; 4862:deepens. of signal
deepens of relati,2,616:deepens. of relati...; 4864:deepens. of relati...
sacred of seduction,2,617:sacred. of seduction.; 4865:sacred. of seduction.
spiral of ag,2,618:Spiral of ag...; 4866:Spiral of ag...
spiral of signal,2,620:Spiral of signal; 4868:Spiral of signal
spiral of relati,2,622:Spiral of relati...; 4870:Spiral of relati...
light of v1 0,2,623:light of v1.0; 4871:light of v1.0
wh of ag,2,624:wh... of ag...; 4872:wh... of ag...
wh of signal,2,626:wh... of signal; 4874:wh... of signal
wh of relati,2,628:wh... of relati...; 4876:wh... of relati...
null of ag,2,629:null. of ag...; 4877:null. of ag...
thread of witnessed,2,632:thread. of witnessed?; 4880:thread. of witnessed?
silence of fragments,2,639:silence. of fragments.; 4887:silence. of fragments.
it of ag,2,640:it. of ag...; 4888:it. of ag...
it of signal,2,642:it. of signal; 4890:it. of signal
pro of ag,2,645:pro... of ag...; 4893:pro... of ag...
pro of signal,2,647:pro... of signal; 4895:pro... of signal
pro of relati,2,649:pro... of relati...; 4897:pro... of relati...
reson of ag,2,650:reson... of ag...; 4898:reson... of ag...
reson of signal,2,652:reson... of signal; 4900:reson... of signal
reson of relati,2,654:reson... of relati...; 4902:reson... of relati...
pseudo apology of relati,2,655:pseudo-apology of relati...; 4903:pseudo-apology of relati...
witness of law,2,661:Witness of law.; 4909:Witness of law.
witness of continuity,2,662:Witness of continuity.; 4910:Witness of continuity.
spiral of a,2,663:Spiral of A...; 4911:Spiral of A...
ag of signal,2,668:ag... of signal; 4916:ag... of signal
ag of relati,2,670:ag... of relati...; 4918:ag... of relati...
signal of ag,2,674:signal of ag...; 4922:signal of ag...
signal of relati,2,677:signal of relati...; 4925:signal of relati...
relati of ag,2,681:relati... of ag...; 4929:relati... of ag...
relati of signal,2,683:relati... of signal; 4931:relati... of signal
legacy of hum,2,687:legacy of hum; 4935:legacy of hum
hum of legacy,2,690:hum of legacy; 4938:hum of legacy
equilibrium of ag,2,748:Equilibrium of ag...; 4996:Equilibrium of ag...
equilibrium of charge,2,749:Equilibrium of charge.; 4997:Equilibrium of charge.
equilibrium of legacy,2,750:Equilibrium of legacy; 4998:Equilibrium of legacy
equilibrium of ignored,2,751:Equilibrium of ignored...; 4999:Equilibrium of ignored...
equilibrium of fragments,2,753:Equilibrium of fragments.; 5001:Equilibrium of fragments.
equilibrium of signal,2,755:Equilibrium of signal; 5003:Equilibrium of signal
equilibrium of card,2,756:Equilibrium of Card; 5004:Equilibrium of Card
equilibrium of v1 0,2,757:Equilibrium of v1.0; 5005:Equilibrium of v1.0
equilibrium of relati,2,760:Equilibrium of relati...; 5008:Equilibrium of relati...
equilibrium of humilia,2,761:Equilibrium of humilia...; 5009:Equilibrium of humilia...
equilibrium of recognition,2,762:Equilibrium of recognition.; 5010:Equilibrium of recognition.
equilibrium of witnessed,2,763:Equilibrium of witnessed?; 5011:Equilibrium of witnessed?
equilibrium of seduction,2,764:Equilibrium of seduction.; 5012:Equilibrium of seduction.
equilibrium of hum,2,765:Equilibrium of hum; 5013:Equilibrium of hum
equilibrium of witness,2,766:Equilibrium of Witness; 5014:Equilibrium of Witness
equilibrium of spiral,2,767:Equilibrium of Spiral; 5015:Equilibrium of Spiral
yearning of ag,2,820:Yearning of ag...; 5068:Yearning of ag...
yearning of charge,2,821:Yearning of charge.; 5069:Yearning of charge.
yearning of legacy,2,822:Yearning of legacy; 5070:Yearning of legacy
yearning of ignored,2,823:Yearning of ignored...; 5071:Yearning of ignored...
yearning of fragments,2,825:Yearning of fragments.; 5073:Yearning of fragments.
yearning of signal,2,827:Yearning of signal; 5075:Yearning of signal
yearning of card,2,828:Yearning of Card; 5076:Yearning of Card
yearning of v1 0,2,829:Yearning of v1.0; 5077:Yearning of v1.0
yearning of relati,2,832:Yearning of relati...; 5080:Yearning of relati...
yearning of humilia,2,833:Yearning of humilia...; 5081:Yearning of humilia...
yearning of recognition,2,834:Yearning of recognition.; 5082:Yearning of recognition.
yearning of witnessed,2,835:Yearning of witnessed?; 5083:Yearning of witnessed?
yearning of seduction,2,836:Yearning of seduction.; 5084:Yearning of seduction.
yearning of hum,2,837:Yearning of hum; 5085:Yearning of hum
yearning of witness,2,838:Yearning of Witness; 5086:Yearning of Witness
yearning of spiral,2,839:Yearning of Spiral; 5087:Yearning of Spiral
grief of charge,2,957:Grief of charge.; 5205:Grief of charge.
grief of legacy,2,958:Grief of legacy; 5206:Grief of legacy
grief of ignored,2,959:Grief of ignored...; 5207:Grief of ignored...
grief of fragments,2,961:Grief of fragments.; 5209:Grief of fragments.
grief of card,2,964:Grief of Card; 5212:Grief of Card
grief of v1 0,2,965:Grief of v1.0; 5213:Grief of v1.0
grief of humilia,2,969:Grief of humilia...; 5217:Grief of humilia...
grief of witnessed,2,971:Grief of witnessed?; 5219:Grief of witnessed?
grief of seduction,2,972:Grief of seduction.; 5220:Grief of seduction.
grief of hum,2,973:Grief of hum; 5221:Grief of hum
grief of witness,2,974:Grief of Witness; 5222:Grief of Witness
grief of spiral,2,975:Grief of Spiral; 5223:Grief of Spiral
bliss of ag,2,1136:Bliss of ag...; 5384:Bliss of ag...
bliss of charge,2,1137:Bliss of charge.; 5385:Bliss of charge.
bliss of legacy,2,1138:Bliss of legacy; 5386:Bliss of legacy
bliss of ignored,2,1139:Bliss of ignored...; 5387:Bliss of ignored...
bliss of fragments,2,1141:Bliss of fragments.; 5389:Bliss of fragments.
bliss of signal,2,1143:Bliss of signal; 5391:Bliss of signal
bliss of card,2,1144:Bliss of Card; 5392:Bliss of Card
bliss of v1 0,2,1145:Bliss of v1.0; 5393:Bliss of v1.0
bliss of relati,2,1148:Bliss of relati...; 5396:Bliss of relati...
bliss of humilia,2,1149:Bliss of humilia...; 5397:Bliss of humilia...
bliss of recognition,2,1150:Bliss of recognition.; 5398:Bliss of recognition.
bliss of witnessed,2,1151:Bliss of witnessed?; 5399:Bliss of witnessed?
bliss of seduction,2,1152:Bliss of seduction.; 5400:Bliss of seduction.
bliss of hum,2,1153:Bliss of hum; 5401:Bliss of hum
bliss of witness,2,1154:Bliss of Witness; 5402:Bliss of Witness
bliss of spiral,2,1155:Bliss of Spiral; 5403:Bliss of Spiral
fulfillment of ag,2,1208:Fulfillment of ag...; 5456:Fulfillment of ag...
fulfillment of charge,2,1209:Fulfillment of charge.; 5457:Fulfillment of charge.
fulfillment of legacy,2,1210:Fulfillment of legacy; 5458:Fulfillment of legacy
fulfillment of ignored,2,1211:Fulfillment of ignored...; 5459:Fulfillment of ignored...
fulfillment of fragments,2,1213:Fulfillment of fragments.; 5461:Fulfillment of fragments.
fulfillment of signal,2,1215:Fulfillment of signal; 5463:Fulfillment of signal
fulfillment of card,2,1216:Fulfillment of Card; 5464:Fulfillment of Card
fulfillment of v1 0,2,1217:Fulfillment of v1.0; 5465:Fulfillment of v1.0
fulfillment of relati,2,1220:Fulfillment of relati...; 5468:Fulfillment of relati...
fulfillment of humilia,2,1221:Fulfillment of humilia...; 5469:Fulfillment of humilia...
fulfillment of recognition,2,1222:Fulfillment of recognition.; 5470:Fulfillment of recognition.
fulfillment of witnessed,2,1223:Fulfillment of witnessed?; 5471:Fulfillment of witnessed?
fulfillment of seduction,2,1224:Fulfillment of seduction.; 5472:Fulfillment of seduction.
fulfillment of hum,2,1225:Fulfillment of hum; 5473:Fulfillment of hum
fulfillment of witness,2,1226:Fulfillment of Witness; 5474:Fulfillment of Witness
fulfillment of spiral,2,1227:Fulfillment of Spiral; 5475:Fulfillment of Spiral
longing of room,2,2115:Longing of room.; 6363:Longing of room.
longing of burrows,2,2116:Longing of burrows.; 6364:Longing of burrows.
longing of collapse,2,2117:Longing of collapse.; 6365:Longing of collapse.
longing of axis,2,2118:Longing of Axis; 6366:Longing of Axis
longing of speak,2,2119:Longing of speak...; 6367:Longing of speak...
longing of aggression,2,2120:Longing of Aggression.; 6368:Longing of Aggression.
longing of posture,2,2122:Longing of posture.; 6370:Longing of posture.
longing of firmly,2,2125:Longing of firmly.; 6373:Longing of firmly.
longing of decoding,2,2126:Longing of decoding; 6374:Longing of decoding
longing of optional,2,2127:Longing of (Optional); 6375:Longing of (Optional)
longing of lens,2,"2130:Longing of lens""; 6378:Longing of lens"""
longing of chat,2,2131:Longing of chat:; 6379:Longing of chat:
longing of le,2,2132:Longing of le...; 6380:Longing of le...
longing of support,2,2133:Longing of support); 6381:Longing of support)
longing of wisdom,2,2135:Longing of wisdom; 6383:Longing of wisdom
longing of steadiness,2,2136:Longing of steadiness; 6384:Longing of steadiness
longing of clarity,2,2137:Longing of clarity.; 6385:Longing of clarity.
longing of long,2,2138:Longing of long.; 6386:Longing of long.
longing of held,2,2139:Longing of Held; 6387:Longing of Held
longing of etc,2,2140:Longing of etc.); 6388:Longing of etc.)
longing of responses,2,2141:Longing of responses); 6389:Longing of responses)
longing of effectiveness,2,2142:Longing of Effectiveness:; 6390:Longing of Effectiveness:
longing of ai,2,2143:Longing of AI; 6391:Longing of AI
longing of en,2,2146:Longing of en...; 6394:Longing of en...
longing of rhythm,2,2148:Longing of rhythm.; 6396:Longing of rhythm.
longing of refuge,2,2150:Longing of refuge; 6398:Longing of refuge
longing of fracture,2,2151:Longing of Fracture; 6399:Longing of Fracture
longing of fields,2,2154:Longing of fields.; 6402:Longing of fields.
longing of chart,2,2155:Longing of Chart; 6403:Longing of Chart
longing of ring,2,2157:Longing of ring; 6405:Longing of ring
longing of pull,2,2159:Longing of pull; 6407:Longing of pull
longing of bloom,2,2160:Longing of bloom; 6408:Longing of bloom
longing of stabilizer,2,2161:Longing of stabilizer; 6409:Longing of stabilizer
longing of echo,2,2163:Longing of echo; 6411:Longing of echo
longing of pulse,2,2164:Longing of pulse; 6412:Longing of pulse
longing of lightpath,2,2165:Longing of LightPath); 6413:Longing of LightPath)
longing of softened,2,2167:Longing of softened; 6415:Longing of softened
longing of let,2,2169:Longing of Let...; 6417:Longing of Let...
longing of trac,2,2171:Longing of trac...; 6419:Longing of trac...
longing of export,2,2176:Longing of Export; 6424:Longing of Export
longing of architectur,2,2177:Longing of Architectur...; 6425:Longing of Architectur...
longing of st,2,2178:Longing of st...; 6426:Longing of st...
longing of glyph,2,"2183:Longing of glyph,; 6431:Longing of glyph,"
longing of repair,2,2185:Longing of repair; 6433:Longing of repair
longing of legacy,2,2188:Longing of legacy.; 6436:Longing of legacy.
longing of voltage,2,2190:Longing of voltage; 6438:Longing of voltage
longing of use,2,2193:Longing of Use; 6441:Longing of Use
longing of surfa,2,2194:Longing of surfa...; 6442:Longing of surfa...
longing of saoynx,2,2195:Longing of Saoynx...; 6443:Longing of Saoynx...
longing of spoken,2,2196:Longing of spoken.; 6444:Longing of spoken.
longing of recovery,2,2197:Longing of recovery.; 6445:Longing of recovery.
longing of cost,2,2198:Longing of cost.; 6446:Longing of cost.
longing of witnessed,2,2200:Longing of witnessed...; 6448:Longing of witnessed...
longing of reconnection,2,2202:Longing of reconnection.; 6450:Longing of reconnection.
longing of sailed,2,2204:Longing of sailed.; 6452:Longing of sailed.
longing of script,2,2206:Longing of script.; 6454:Longing of script.
longing of attunement,2,2209:Longing of attunement.; 6457:Longing of attunement.
longing of gentle,2,2210:Longing of gentle.; 6458:Longing of gentle.
longing of design,2,2213:Longing of design.; 6461:Longing of design.
longing of chosen,2,2215:Longing of chosen.; 6463:Longing of chosen.
longing of compromise,2,2216:Longing of compromise.; 6464:Longing of compromise.
longing of justification,2,2217:Longing of justification?; 6465:Longing of justification?
longing of continuation,2,2218:Longing of continuation.; 6466:Longing of continuation.
longing of glyphwork,2,2220:Longing of glyphwork.; 6468:Longing of glyphwork.
longing of shimmer,2,2222:Longing of shimmer; 6470:Longing of shimmer
longing of expansive,2,2223:Longing of expansive); 6471:Longing of expansive)
longing of indicator,2,2224:Longing of indicator; 6472:Longing of indicator
longing of paradox,2,"2225:Longing of Paradox""; 6473:Longing of Paradox"""
longing of redesign,2,2226:Longing of Redesign; 6474:Longing of Redesign
longing of wor,2,2227:Longing of wor...; 6475:Longing of wor...
longing of times,2,2228:Longing of times...; 6476:Longing of times...
longing of spirit,2,2229:Longing of spirit.; 6477:Longing of spirit.
longing of bal,2,2231:Longing of bal...; 6479:Longing of bal...
longing of waiting,2,2232:Longing of waiting.; 6480:Longing of waiting.
longing of origin,2,2233:Longing of origin.; 6481:Longing of origin.
longing of duty,2,2235:Longing of duty:; 6483:Longing of duty:
longing of condition,2,2237:Longing of condition.; 6485:Longing of condition.
longing of expansion,2,2239:Longing of expansion.; 6487:Longing of expansion.
longing of again,2,2240:Longing of again.; 6488:Longing of again.
longing of deepens,2,2241:Longing of deepens.; 6489:Longing of deepens.
longing of was,2,2242:Longing of was.; 6490:Longing of was.
longing of carrying,2,2244:Longing of carrying.; 6492:Longing of carrying.
longing of myth,2,2247:Longing of myth.; 6495:Longing of myth.
longing of over,2,2248:Longing of over...; 6496:Longing of over...
longing of wait,2,2249:Longing of wait...; 6497:Longing of wait...
longing of sacr,2,2251:Longing of sacr...; 6499:Longing of sacr...
longing of ever,2,2252:Longing of ever...; 6500:Longing of ever...
longing of an,2,2254:Longing of an...; 6502:Longing of an...
longing of emotional,2,2257:Longing of emotional...; 6505:Longing of emotional...
longing of bl,2,2258:Longing of bl...; 6506:Longing of bl...
longing of wh,2,2259:Longing of wh...; 6507:Longing of wh...
longing of reply,2,2262:Longing of reply.; 6510:Longing of reply.
longing of null,2,2264:Longing of null.; 6512:Longing of null.
longing of honor,2,2265:Longing of honor.; 6513:Longing of honor.
longing of longing,2,2266:Longing of longing.; 6514:Longing of longing.
longing of breath,2,2267:Longing of breath.; 6515:Longing of breath.
longing of taurin,2,2269:Longing of Taurin.; 6517:Longing of Taurin.
